# Bank<TAB>Address<TAB>Source<TAB>Reason
15	8050	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8085	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	80B7	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	80CF	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	810C	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	811C	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8128	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	828A	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	829F	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	82A7	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	82AF	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	82E0	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8328	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	833A	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	83E9	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	844B	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8454	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8458	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	845C	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8464	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8497	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	84C6	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	852F	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8551	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8560	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	856E	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8580	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	858E	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	85BC	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	85C4	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	85D7	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	85FF	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8608	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8613	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	86BA	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	86C2	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	86D5	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	86F8	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8720	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8728	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8765	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8774	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	87DF	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	87F1	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	881A	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8896	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	88AC	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	88BC	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	88C1	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	88D2	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	88D7	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8947	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	895D	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8988	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8998	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	89CB	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	89F1	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8A05	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8A29	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8A4F	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8AB8	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8AD6	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8B2D	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8B59	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8B5F	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8B63	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8B78	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8BB1	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8BBE	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
15	8BC7	Effect script parser	Command $01 callback operand parsed from a pointer-delimited effect script
15	8C39	Effect script parser	Command $00 callback operand parsed from a pointer-delimited effect script
